30,15.5,44,270
31,20.5,44,90
32,15.5,34,270
33,20.5,34,90
34,18,26.5,180
35,28,46.5,180
36,38,46.5,180
37,33,31.5,0
38,30.5,24,270
39,35.5,24,90
40,30.5,14,270
41,35.5,14,90
42,45.5,44,270
43,50.5,44,90
44,45.5,34,270
45,50.5,34,90
46,48,26.5,180
