30,15.5,44
31,20.5,44
32,15.5,34
33,20.5,34
34,18,26.5
35,28,46.5
36,38,46.5
37,33,31.5
38,30.5,24
39,35.5,24
40,30.5,14
41,35.5,14
42,45.5,44
43,50.5,44
44,45.5,34
45,50.5,34
46,48,26.5
